login_hour,session_duration,failed_logins,pages_visited,data_transferred,label
10,114,1,1,73,0
16,107,0,22,453,0
13,82,0,17,382,0
17,6,1,4,439,0
16,86,1,24,141,0
10,80,1,27,261,0
15,29,0,2,305,0
13,67,0,9,30,0
13,119,1,21,91,0
9,40,1,5,362,0
9,53,1,16,303,0
17,77,1,27,256,0
8,12,0,6,110,0
17,102,1,1,263,0
16,83,0,11,57,0
10,48,0,12,75,0
13,8,1,18,77,0
12,18,0,14,376,0
11,78,0,13,17,0
9,39,0,26,127,0
9,22,1,14,411,0
16,57,0,11,228,0
15,27,1,7,174,0
12,49,0,9,443,0
8,76,0,14,341,0
13,92,1,17,230,0
11,84,1,22,181,0
18,73,1,15,10,0
12,71,1,18,378,0
8,58,0,5,154,0
11,74,0,30,27,0
12,30,0,12,305,0
16,12,1,7,76,0
17,66,1,7,462,0
8,69,0,21,266,0
14,55,1,13,77,0
8,110,1,17,310,0
14,22,1,20,294,0
9,26,1,23,391,0
13,89,1,2,226,0
11,95,1,5,183,0
14,6,1,8,271,0
15,5,1,27,456,0
10,102,0,15,99,0
8,112,0,14,180,0
11,39,1,27,138,0
14,89,1,14,215,0
9,6,0,29,451,0
12,39,1,1,142,0
10,113,1,2,85,0
14,103,0,25,274,0
12,29,1,29,357,0
9,5,0,20,240,0
14,31,0,14,244,0
13,16,1,19,57,0
12,88,1,22,472,0
12,53,0,5,344,0
12,6,0,12,282,0
13,31,0,19,100,0
10,65,1,3,146,0
12,20,1,25,243,0
9,80,1,11,253,0
11,73,1,8,264,0
10,81,1,20,326,0
18,112,1,3,268,0
10,80,0,22,90,0
9,50,0,8,103,0
15,61,1,20,142,0
11,87,1,17,102,0
18,94,1,5,178,0
16,70,0,15,494,0
9,87,1,21,95,0
16,69,0,9,163,0
14,67,1,9,268,0
18,108,1,7,297,0
9,51,1,14,167,0
17,9,1,6,369,0
12,51,1,11,336,0
8,28,0,21,35,0
15,97,0,11,336,0
18,67,0,14,150,0
17,37,0,3,255,0
12,27,1,27,276,0
16,97,1,13,242,0
14,80,0,27,210,0
10,94,0,11,110,0
18,119,1,16,113,0
17,108,1,5,151,0
14,64,1,19,414,0
14,71,1,9,373,0
10,100,1,16,449,0
11,107,1,1,268,0
10,83,1,2,328,0
16,32,0,5,497,0
8,119,0,8,78,0
9,76,1,29,381,0
12,115,0,16,85,0
11,59,1,30,49,0
10,64,1,16,329,0
16,107,1,4,126,0
14,85,1,30,292,0
12,65,1,19,302,0
9,29,0,25,87,0
18,67,0,27,231,0
8,59,0,14,100,0
11,51,1,21,50,0
8,77,1,14,406,0
10,45,0,24,30,0
18,79,1,23,338,0
17,11,1,23,341,0
13,41,1,27,99,0
11,52,0,12,98,0
8,34,0,23,121,0
13,33,1,16,427,0
10,75,1,1,457,0
11,70,0,11,98,0
14,105,1,22,367,0
14,44,1,26,429,0
16,17,1,19,486,0
8,41,1,27,346,0
14,103,1,13,190,0
12,54,0,1,462,0
15,39,0,1,56,0
14,44,0,16,169,0
14,65,1,29,43,0
10,99,0,12,268,0
10,110,1,29,361,0
11,24,1,29,70,0
10,112,0,27,72,0
9,32,0,11,461,0
8,32,1,10,48,0
12,119,0,18,214,0
8,6,1,1,392,0
12,19,0,12,181,0
12,69,0,19,168,0
10,95,0,9,212,0
9,74,0,5,95,0
10,62,0,17,301,0
16,13,0,6,469,0
18,47,0,5,134,0
12,114,1,19,483,0
13,58,0,19,349,0
11,50,1,29,285,0
16,81,0,5,408,0
15,72,0,29,196,0
15,45,1,15,466,0
18,27,1,30,61,0
9,19,1,25,219,0
11,66,0,17,36,0
10,106,1,21,197,0
16,49,0,25,307,0
17,107,0,15,156,0
10,85,0,8,251,0
10,76,1,12,88,0
13,46,1,27,183,0
8,71,0,15,35,0
14,93,1,2,181,0
9,50,1,6,185,0
9,55,1,4,337,0
12,106,1,13,291,0
10,22,0,27,179,0
9,12,1,28,439,0
12,14,0,9,238,0
15,64,0,13,307,0
8,38,0,5,219,0
9,68,0,28,460,0
17,79,0,15,202,0
15,16,1,4,483,0
17,45,0,21,446,0
12,93,1,14,71,0
9,29,0,21,28,0
15,78,0,10,225,0
11,40,1,17,271,0
16,89,0,12,293,0
15,54,1,5,420,0
14,56,1,3,181,0
11,46,1,6,490,0
17,92,1,12,74,0
8,60,1,24,164,0
12,89,0,22,318,0
9,41,1,14,470,0
18,38,1,14,217,0
9,75,1,9,59,0
13,15,0,24,125,0
16,84,1,18,337,0
14,86,0,21,188,0
11,50,0,2,353,0
11,10,1,12,319,0
12,88,0,5,336,0
13,7,0,27,354,0
8,106,0,7,241,0
10,56,0,24,137,0
14,5,0,29,333,0
9,54,1,23,478,0
13,111,1,14,25,0
16,69,0,29,213,0
17,119,1,17,84,0
12,64,1,20,336,0
10,91,1,4,149,0
13,78,1,27,373,0
18,56,0,25,374,0
10,66,0,8,450,0
14,12,1,10,82,0
15,97,0,28,481,0
16,54,0,8,48,0
16,37,1,11,155,0
9,60,1,21,43,0
17,79,1,15,344,0
9,110,0,3,159,0
13,46,0,28,267,0
12,50,0,17,129,0
15,6,0,24,207,0
15,60,1,7,496,0
17,96,1,23,160,0
13,30,1,21,211,0
17,110,0,29,395,0
18,56,1,16,225,0
12,118,1,30,340,0
11,18,0,2,282,0
11,47,0,21,223,0
11,107,1,27,77,0
9,47,1,19,354,0
8,57,0,17,407,0
12,77,1,1,200,0
13,66,0,16,139,0
12,67,0,12,433,0
17,9,0,12,367,0
8,120,1,23,463,0
13,11,0,26,74,0
8,61,0,5,145,0
17,6,0,9,473,0
13,52,0,24,450,0
18,120,1,11,457,0
12,88,1,11,411,0
8,115,0,23,458,0
17,14,0,23,140,0
12,77,0,14,451,0
15,120,0,2,468,0
12,63,0,26,423,0
15,40,1,14,63,0
16,8,1,19,474,0
16,48,1,11,441,0
14,79,1,7,206,0
17,42,0,2,472,0
18,118,0,12,422,0
18,67,0,30,292,0
12,59,0,11,394,0
8,17,1,30,318,0
14,89,1,9,408,0
8,34,0,27,293,0
14,62,1,14,294,0
8,49,0,27,344,0
8,37,0,5,88,0
18,44,0,7,473,0
8,118,0,27,319,0
15,86,0,16,127,0
10,100,0,19,425,0
9,35,1,1,443,0
14,69,1,23,230,0
13,33,0,15,265,0
18,28,1,21,68,0
10,84,1,18,39,0
16,20,0,5,112,0
15,39,1,26,369,0
14,11,0,2,347,0
8,46,1,14,222,0
8,112,1,11,44,0
18,72,0,11,480,0
8,113,1,1,453,0
12,81,1,6,302,0
11,110,1,28,13,0
11,88,1,26,222,0
9,25,1,1,168,0
11,92,1,29,86,0
15,66,0,9,383,0
17,110,0,27,420,0
18,67,0,2,120,0
14,93,1,10,361,0
10,31,0,21,491,0
17,116,1,21,244,0
18,106,0,20,450,0
12,91,1,27,287,0
10,42,1,28,79,0
8,68,1,3,140,0
14,42,1,15,59,0
16,104,1,2,197,0
8,7,1,10,226,0
8,83,0,23,95,0
17,118,0,1,169,0
15,8,1,7,306,0
13,21,1,8,309,0
18,98,1,18,253,0
17,54,0,30,487,0
17,96,1,5,266,0
11,112,0,9,284,0
14,44,1,7,225,0
12,91,0,13,496,0
16,94,0,16,387,0
14,64,0,26,314,0
13,89,0,16,115,0
11,53,0,4,469,0
13,111,1,8,457,0
13,77,1,21,327,0
13,94,1,3,483,0
18,10,1,28,105,0
9,40,0,8,245,0
11,119,0,8,74,0
10,108,0,13,56,0
11,87,1,28,206,0
12,97,0,6,492,0
16,45,0,10,246,0
15,100,0,3,393,0
18,61,1,23,156,0
18,56,1,30,394,0
9,104,0,14,140,0
9,28,0,5,333,0
12,28,0,14,30,0
14,46,0,25,164,0
10,42,1,3,133,0
8,70,0,27,37,0
11,53,1,12,225,0
15,51,0,25,107,0
18,68,0,25,358,0
17,93,1,4,390,0
16,56,0,26,28,0
14,81,1,30,446,0
11,40,1,11,389,0
12,57,0,8,101,0
11,62,0,2,307,0
10,109,0,22,44,0
10,64,0,24,25,0
18,79,0,19,411,0
17,40,1,30,11,0
12,108,0,27,72,0
18,52,1,24,258,0
12,74,1,29,229,0
13,111,1,11,23,0
14,54,1,26,262,0
16,27,0,19,498,0
16,43,0,8,236,0
14,77,1,15,76,0
14,32,1,9,460,0
16,24,1,19,276,0
9,34,0,8,459,0
8,61,0,15,271,0
11,18,0,18,212,0
9,70,1,30,255,0
13,52,0,13,146,0
9,36,1,3,416,0
13,113,0,3,302,0
9,77,0,4,431,0
15,16,1,25,331,0
10,60,0,8,430,0
11,99,0,12,180,0
15,43,0,8,416,0
13,59,1,30,17,0
17,9,1,13,273,0
13,14,0,28,408,0
15,44,0,23,40,0
11,65,0,11,439,0
10,37,1,26,211,0
14,40,0,1,53,0
14,92,1,14,472,0
8,101,1,28,165,0
11,38,1,16,18,0
14,117,1,24,76,0
13,76,1,3,389,0
12,8,0,23,317,0
18,89,0,22,212,0
8,100,0,4,319,0
12,23,0,25,478,0
13,110,0,16,351,0
15,8,0,19,113,0
11,69,1,17,49,0
9,25,0,6,240,0
14,19,0,13,454,0
17,7,1,27,412,0
12,78,1,4,284,0
10,101,0,19,498,0
13,35,0,16,445,0
11,119,0,19,404,0
18,63,1,22,161,0
18,87,0,29,404,0
14,47,1,3,388,0
10,54,0,19,361,0
11,116,0,18,350,0
17,93,0,2,499,0
14,18,0,6,372,0
10,103,0,28,10,0
12,71,1,1,93,0
9,118,1,21,370,0
15,117,1,7,229,0
10,45,0,1,145,0
17,15,0,3,226,0
14,117,0,10,441,0
18,50,1,22,75,0
12,62,1,24,463,0
11,86,0,8,95,0
10,53,1,27,471,0
15,42,0,13,427,0
15,10,1,17,313,0
10,79,1,7,57,0
12,47,0,13,292,0
13,78,0,2,492,0
11,79,1,5,344,0
18,27,1,16,215,0
9,52,0,3,499,0
18,58,1,22,395,0
12,79,0,5,311,0
10,119,1,30,49,0
10,66,0,30,372,0
10,63,1,17,336,0
18,88,1,23,126,0
16,68,0,12,120,0
17,17,1,10,387,0
16,24,0,26,475,0
8,117,0,9,193,0
9,91,1,24,170,0
15,36,1,2,456,0
12,42,1,22,255,0
18,59,0,12,259,0
17,59,0,11,270,0
10,18,0,18,143,0
10,11,0,6,367,0
10,21,1,24,481,0
9,63,1,10,251,0
14,119,0,20,438,0
10,91,1,29,103,0
16,11,1,26,494,0
11,93,1,25,344,0
13,6,1,16,154,0
15,58,0,9,66,0
12,25,1,8,118,0
8,73,1,11,476,0
16,50,1,2,120,0
11,56,1,12,44,0
11,86,0,10,485,0
10,57,1,16,60,0
8,10,1,28,280,0
14,28,1,1,43,0
15,47,0,8,218,0
9,23,0,17,200,0
9,8,1,18,300,0
18,96,1,25,182,0
13,82,1,12,464,0
14,29,1,7,14,0
12,48,1,26,170,0
11,10,0,11,201,0
11,46,1,15,276,0
8,9,1,24,407,0
9,84,1,9,323,0
11,54,1,23,392,0
9,44,1,7,344,0
8,90,0,26,370,0
9,86,1,9,485,0
8,114,1,3,241,0
17,70,0,8,198,0
18,71,1,5,144,0
15,115,1,17,41,0
10,43,1,14,228,0
8,74,0,19,46,0
9,24,0,20,340,0
13,79,0,30,206,0
10,65,0,22,235,0
18,53,0,18,277,0
11,49,1,13,393,0
12,72,0,24,200,0
17,94,1,23,251,0
14,111,1,8,401,0
12,7,0,1,151,0
12,90,1,13,307,0
11,87,1,6,85,0
9,120,1,29,59,0
17,57,1,17,127,0
17,56,0,25,344,0
18,32,1,7,497,0
10,26,1,20,272,0
10,23,0,24,181,0
17,8,0,15,452,0
11,45,1,21,441,0
8,41,1,20,32,0
15,112,1,3,487,0
13,92,0,19,237,0
17,6,1,6,410,0
8,78,0,6,379,0
15,11,1,14,242,0
16,58,1,25,271,0
16,38,0,10,23,0
15,10,1,8,417,0
18,25,0,4,325,0
10,28,1,5,84,0
17,7,1,18,67,0
15,66,1,8,199,0
12,107,0,2,222,0
16,88,0,26,334,0
16,87,1,7,223,0
17,12,0,19,406,0
11,12,1,29,491,0
11,85,0,26,113,0
12,104,0,5,25,0
15,34,1,30,409,0
12,6,1,14,150,0
16,13,0,18,388,0
9,25,1,24,296,0
13,91,0,20,215,0
12,12,0,27,90,0
14,46,1,20,329,0
17,81,1,20,495,0
12,115,0,18,174,0
9,64,1,7,385,0
18,16,1,3,71,0
18,118,0,2,308,0
8,92,1,3,373,0
9,9,1,2,111,0
17,29,0,24,153,0
12,113,0,13,91,0
12,63,1,30,227,0
18,100,0,11,123,0
8,81,0,26,132,0
18,89,1,22,53,0
18,8,1,25,272,0
11,89,0,27,145,0
12,84,1,2,291,0
11,99,1,9,329,0
11,88,0,13,144,0
16,77,1,5,359,0
11,107,0,2,49,0
10,79,1,16,281,0
12,9,1,22,472,0
11,102,0,3,112,0
16,106,0,25,172,0
8,20,1,10,290,0
17,66,1,12,328,0
8,58,0,1,347,0
12,106,0,25,14,0
13,106,1,9,121,0
15,79,1,29,62,0
15,85,1,18,71,0
10,111,0,16,297,0
15,50,1,13,90,0
12,17,0,29,43,0
8,67,1,8,489,0
13,59,0,8,286,0
10,65,1,29,497,0
14,71,0,22,357,0
15,26,1,14,351,0
13,89,0,30,256,0
18,94,1,3,181,0
10,19,1,19,362,0
10,81,1,19,371,0
15,79,1,18,341,0
8,45,1,24,477,0
12,29,1,7,52,0
13,114,0,19,434,0
18,107,1,13,283,0
17,67,1,24,89,0
16,36,1,28,419,0
8,38,1,21,65,0
17,30,1,11,52,0
12,46,1,26,243,0
8,49,0,9,319,0
15,63,1,27,162,0
17,59,0,22,312,0
8,26,0,7,452,0
13,48,1,27,445,0
17,73,1,15,112,0
12,104,1,14,398,0
9,17,1,5,216,0
18,69,0,5,77,0
15,13,0,6,352,0
11,68,1,19,482,0
13,116,1,28,208,0
10,107,1,8,156,0
8,44,1,2,107,0
13,56,1,22,458,0
8,40,1,26,199,0
16,50,1,22,389,0
14,19,0,22,443,0
17,17,1,16,500,0
10,48,0,17,164,0
16,85,0,14,93,0
13,5,1,11,453,0
18,8,0,15,478,0
13,62,0,21,349,0
14,14,0,9,445,0
13,52,1,14,117,0
14,40,1,8,326,0
15,29,0,25,307,0
14,75,1,10,77,0
18,29,0,4,142,0
13,105,1,11,342,0
15,111,1,1,145,0
10,96,0,24,68,0
9,27,1,2,130,0
12,96,0,30,326,0
10,88,1,10,394,0
14,100,1,14,256,0
8,108,1,11,226,0
18,84,1,17,499,0
14,114,1,29,387,0
16,33,1,29,450,0
11,108,0,30,161,0
14,119,0,23,54,0
15,106,0,30,343,0
17,47,1,30,162,0
8,25,1,9,296,0
15,41,1,6,192,0
8,7,1,2,178,0
17,54,1,3,466,0
17,68,1,22,278,0
13,97,0,18,103,0
18,104,0,3,394,0
11,47,1,19,217,0
18,15,1,1,378,0
11,27,0,2,437,0
8,82,0,13,133,0
18,76,0,12,430,0
8,114,0,1,456,0
18,15,1,3,484,0
16,53,1,22,62,0
17,62,1,15,53,0
11,31,1,6,278,0
12,11,0,20,184,0
13,63,0,21,230,0
11,97,0,2,259,0
15,96,0,7,387,0
9,100,0,19,469,0
10,96,1,5,240,0
10,54,1,9,496,0
12,42,1,4,80,0
13,98,1,23,117,0
13,54,0,24,318,0
16,10,1,28,100,0
12,91,1,18,378,0
11,59,1,30,366,0
12,56,0,29,46,0
11,94,1,24,197,0
8,46,1,5,70,0
18,74,0,23,387,0
15,54,0,23,480,0
12,39,1,16,435,0
12,66,1,28,99,0
18,16,0,25,23,0
14,88,1,6,74,0
14,85,1,5,423,0
18,69,1,29,18,0
17,90,0,25,422,0
10,21,1,1,316,0
11,106,0,9,457,0
17,62,1,25,148,0
9,51,1,3,147,0
8,83,1,7,38,0
13,40,0,25,64,0
15,95,0,28,203,0
13,99,0,21,450,0
14,85,0,28,208,0
10,91,1,29,318,0
16,32,0,16,388,0
10,61,1,10,73,0
18,50,0,28,347,0
11,77,0,25,380,0
13,49,0,6,420,0
11,33,0,11,178,0
12,20,0,29,353,0
11,53,1,27,124,0
16,81,1,3,274,0
17,103,1,5,394,0
13,117,1,2,369,0
16,41,1,21,421,0
9,103,0,19,494,0
12,20,1,10,483,0
18,43,1,12,281,0
14,73,1,4,215,0
8,86,1,11,400,0
9,92,1,26,324,0
16,119,1,6,370,0
16,70,0,21,42,0
18,28,0,14,55,0
10,85,0,8,351,0
11,83,0,16,12,0
14,52,1,14,424,0
11,66,0,23,67,0
9,13,0,8,447,0
10,72,0,26,234,0
16,39,1,29,168,0
9,56,0,7,181,0
14,43,0,12,55,0
16,50,0,25,279,0
13,65,1,17,282,0
18,44,1,19,255,0
15,94,1,11,291,0
15,61,1,27,39,0
15,113,1,26,106,0
15,47,0,23,206,0
15,95,1,7,147,0
9,30,0,21,186,0
18,85,0,30,64,0
17,22,0,13,352,0
18,114,0,14,485,0
9,9,1,10,280,0
14,28,1,4,83,0
10,70,1,18,120,0
18,95,1,27,14,0
9,12,1,14,79,0
8,63,1,11,378,0
9,111,1,5,117,0
11,95,0,6,213,0
17,45,1,3,396,0
14,72,1,26,483,0
16,116,0,26,187,0
12,114,0,11,215,0
14,27,1,22,27,0
15,89,0,17,283,0
15,92,0,17,69,0
16,103,1,9,187,0
17,78,0,28,279,0
16,55,1,20,468,0
9,50,0,9,100,0
16,120,1,21,480,0
8,36,1,14,283,0
17,62,0,30,119,0
9,107,0,28,119,0
16,10,0,22,401,0
13,99,1,2,54,0
11,106,0,13,212,0
17,47,0,25,351,0
14,34,1,14,84,0
12,46,1,13,38,0
15,10,0,29,484,0
9,87,1,30,406,0
9,119,0,27,153,0
16,92,0,4,223,0
15,46,1,27,496,0
17,60,1,27,436,0
16,13,0,29,441,0
8,117,0,11,483,0
8,54,1,24,190,0
15,18,1,24,498,0
9,19,1,25,467,0
10,25,1,12,476,0
12,48,1,15,18,0
16,5,0,9,114,0
14,6,0,19,316,0
11,118,1,30,175,0
17,16,0,29,248,0
17,40,0,27,123,0
16,100,0,23,128,0
9,120,0,7,25,0
12,48,0,21,379,0
14,48,1,1,151,0
18,65,0,12,273,0
14,70,1,13,51,0
13,66,0,1,141,0
14,59,0,26,46,0
14,110,1,6,128,0
14,111,0,5,429,0
18,97,0,2,334,0
14,32,0,15,397,0
14,12,0,3,380,0
12,73,0,12,329,0
18,109,1,17,43,0
13,34,1,26,257,0
14,52,0,26,385,0
13,91,0,8,497,0
11,25,1,10,39,0
18,5,0,28,230,0
16,38,1,13,499,0
8,99,1,6,470,0
11,113,1,1,408,0
12,15,0,17,206,0
12,72,0,26,112,0
11,54,0,28,377,0
11,27,0,16,270,0
17,59,1,2,359,0
18,33,0,20,299,0
13,10,0,1,93,0
18,34,1,8,30,0
16,19,0,2,23,0
12,47,0,19,80,0
11,30,1,30,63,0
18,110,0,25,324,0
18,67,0,19,201,0
17,35,1,9,414,0
16,106,0,17,136,0
17,17,0,14,31,0
16,66,0,20,174,0
11,93,0,29,430,0
13,95,1,22,221,0
13,94,1,3,340,0
11,67,1,1,31,0
15,50,1,22,101,0
14,53,0,27,154,0
9,84,0,18,204,0
8,89,1,5,297,0
9,101,0,20,199,0
9,42,1,6,232,0
9,102,1,16,113,0
15,44,1,17,342,0
8,13,0,25,108,0
10,14,0,4,213,0
10,100,1,14,58,0
17,56,0,6,273,0
8,64,1,19,457,0
9,53,1,2,48,0
10,22,0,9,381,0
15,98,0,12,46,0
13,47,1,15,336,0
15,97,1,25,440,0
16,8,1,8,347,0
11,101,1,25,467,0
10,24,0,29,221,0
11,99,0,11,245,0
10,30,1,30,141,0
11,78,0,26,467,0
10,72,1,30,493,0
8,89,1,12,175,0
15,59,0,20,436,0
10,96,1,27,447,0
16,25,0,20,361,0
10,61,0,29,36,0
15,90,1,25,445,0
17,56,1,22,353,0
9,120,0,20,381,0
16,38,0,9,383,0
18,89,0,8,364,0
14,8,1,16,230,0
13,117,1,10,58,0
12,43,0,5,295,0
8,15,1,7,94,0
10,53,0,1,22,0
15,24,0,18,331,0
18,63,1,27,324,0
18,47,1,2,325,0
12,19,0,29,118,0
18,77,0,25,32,0
8,73,0,1,189,0
10,93,1,24,415,0
17,90,0,9,273,0
9,105,1,30,468,0
13,28,1,18,40,0
11,105,0,6,477,0
17,119,0,7,141,0
10,116,0,30,319,0
17,42,0,16,291,0
9,61,0,9,68,0
16,63,0,6,67,0
11,61,1,13,370,0
9,83,0,29,136,0
11,33,0,29,362,0
12,11,0,18,445,0
18,41,0,29,68,0
12,62,1,18,156,0
16,74,1,17,489,0
12,37,0,5,116,0
12,120,1,24,196,0
8,38,0,27,51,0
16,16,1,9,402,0
16,84,1,9,148,0
15,91,0,16,373,0
9,73,1,19,405,0
17,73,0,14,401,0
9,94,0,18,412,0
9,52,1,8,330,0
8,80,1,17,152,0
15,72,0,12,117,0
13,79,1,21,309,0
8,27,1,11,318,0
14,32,0,16,99,0
9,31,1,27,167,0
11,36,0,16,114,0
10,57,0,27,67,0
14,14,1,4,237,0
14,120,1,26,293,0
8,11,1,4,28,0
13,34,1,29,394,0
16,47,1,25,385,0
8,14,0,4,114,0
16,52,0,2,341,0
16,57,1,6,182,0
13,101,0,12,489,0
15,109,0,13,311,0
15,79,1,13,467,0
18,38,0,19,369,0
9,73,0,10,273,0
15,22,1,9,304,0
12,47,1,4,276,0
13,26,1,21,404,0
15,8,0,1,332,0
10,108,1,19,173,0
8,83,1,28,359,0
9,40,1,12,401,0
12,92,0,8,364,0
13,33,0,4,135,0
8,23,1,8,416,0
10,55,1,29,70,0
8,65,0,29,194,0
10,27,0,19,373,0
9,7,1,15,441,0
15,115,0,19,446,0
14,56,1,1,133,0
12,83,1,19,145,0
9,34,1,25,293,0
10,93,0,29,450,0
9,60,1,5,497,0
11,70,1,27,467,0
18,64,1,2,73,0
15,10,1,9,83,0
10,92,0,27,364,0
11,97,1,9,54,0
12,113,1,9,360,0
11,43,0,10,259,0
17,75,1,5,358,0
14,51,0,7,163,0
11,9,1,10,318,0
13,50,0,18,320,0
13,14,1,22,157,0
17,52,1,8,161,0
12,78,1,6,344,0
8,22,1,17,298,0
10,114,1,16,245,0
12,8,1,13,415,0
13,8,1,12,38,0
15,60,0,16,492,0
15,57,1,16,83,0
11,10,0,13,473,0
15,119,0,29,348,0
17,98,0,3,351,0
9,93,1,26,423,0
11,83,0,16,251,0
12,111,0,19,230,0
8,109,0,1,348,0
15,56,1,24,325,0
18,91,0,3,154,0
18,30,0,13,93,0
10,98,0,30,184,0
8,78,0,12,309,0
11,30,1,7,309,0
15,114,0,10,375,0
8,116,1,2,72,0
15,59,0,13,68,0
18,12,1,6,182,0
14,77,1,9,151,0
15,63,1,3,239,0
15,109,0,24,175,0
11,119,0,18,354,0
8,16,1,5,123,0
9,104,1,18,171,0
18,84,0,30,304,0
18,29,1,12,212,0
12,9,1,12,368,0
17,37,1,14,443,0
10,116,0,17,232,0
11,30,1,3,237,0
10,91,0,26,246,0
16,103,0,5,479,0
16,99,1,10,98,0
13,56,1,9,32,0
8,115,0,4,136,0
9,82,1,30,123,0
17,77,0,14,44,0
17,55,1,1,471,0
16,23,0,4,110,0
17,27,1,15,262,0
11,49,1,27,399,0
11,111,0,20,289,0
18,120,1,17,181,0
12,93,0,18,303,0
17,32,0,20,350,0
11,107,0,30,282,0
10,45,0,23,53,0
17,61,1,1,347,0
17,89,1,11,404,0
16,104,0,27,202,0
18,56,0,16,300,0
18,42,1,1,448,0
8,118,0,22,18,0
13,111,0,1,330,0
15,39,0,27,39,0
15,49,1,28,284,0
8,58,0,26,216,0
8,10,0,5,436,0
17,31,1,20,70,0
17,84,0,19,205,0
9,60,0,15,287,0
8,110,1,26,36,0
9,77,1,25,481,0
15,51,0,13,188,0
9,71,0,12,74,0
18,93,0,27,291,0
16,26,0,6,12,0
8,20,0,29,105,0
13,63,1,11,156,0
13,117,0,17,162,0
15,61,1,28,219,0
8,93,0,9,402,0
9,87,0,6,68,0
8,45,0,27,458,0
9,114,0,27,354,0
15,91,1,2,484,0
16,28,0,29,487,0
18,105,1,29,398,0
15,89,1,25,139,0
17,58,0,27,182,0
10,70,1,8,459,0
11,91,0,8,381,0
10,24,1,8,267,0
9,49,1,5,421,0
15,109,0,29,204,0
13,116,0,19,161,0
9,27,0,6,137,0
15,13,0,20,88,0
16,68,1,17,190,0
13,10,0,9,188,0
12,30,0,10,494,0
9,30,0,12,379,0
8,106,0,3,447,0
13,116,1,11,479,0
17,43,1,19,87,0
9,111,1,9,214,0
10,111,1,22,145,0
9,64,0,5,15,0
15,47,1,26,316,0
18,64,0,26,18,0
18,38,1,19,334,0
13,44,1,11,388,0
11,90,1,2,72,0
10,101,1,15,36,0
14,114,1,5,346,0
18,11,1,8,85,0
15,68,0,16,105,0
9,16,0,14,96,0
14,103,0,17,335,0
12,77,1,29,449,0
18,39,1,9,20,0
8,30,0,27,156,0
13,66,1,16,305,0
12,62,0,19,500,0
13,116,1,29,188,0
13,33,1,22,331,0
12,12,0,27,12,0
13,87,1,16,494,0
11,94,1,6,245,0
11,65,1,11,195,0
12,16,0,11,198,0
9,90,0,22,369,0
16,53,1,9,279,0
18,72,1,7,78,0
18,75,1,3,329,0
9,48,0,8,459,0
17,77,1,16,92,0
16,33,1,10,447,0
13,64,1,17,42,0
8,5,0,19,410,0
14,75,1,1,186,0
15,69,1,26,87,0
14,90,0,1,347,0
9,42,0,26,248,0
14,20,1,15,210,0
17,26,1,3,254,0
10,83,0,3,139,0
18,107,1,30,300,0
15,6,0,13,215,0
18,53,0,29,92,0
8,52,0,18,94,0
9,103,0,18,279,0
17,5,1,2,270,0
11,45,0,6,366,0
11,17,0,24,403,0
17,82,0,24,139,0
11,62,0,26,23,0
12,13,0,10,76,0
13,69,0,23,335,0
13,55,1,9,191,0
13,18,1,22,38,0
17,37,1,23,92,0
16,52,1,2,490,0
8,69,0,20,470,0
18,114,0,11,268,0
17,93,1,3,178,0
9,74,0,14,343,0
15,59,1,24,171,0
8,53,0,3,86,0
14,46,1,25,428,0
11,69,0,25,196,0
18,44,0,1,248,0
10,99,1,1,29,0
13,93,1,23,163,0
14,42,1,22,41,0
17,9,1,27,313,0
11,26,1,16,404,0
18,53,0,15,225,0
9,39,1,12,320,0
12,23,0,4,352,0
18,24,0,26,357,0
11,48,1,2,321,0
13,107,0,27,306,0
8,48,1,22,308,0
13,31,0,14,280,0
9,56,0,9,344,0
18,49,1,22,480,0
14,114,1,19,330,0
14,54,1,9,177,0
8,7,0,30,471,0
9,60,0,15,185,0
9,81,0,7,271,0
17,65,1,12,83,0
18,59,1,23,365,0
17,28,0,24,107,0
16,61,1,26,242,0
11,33,0,20,446,0
9,110,1,18,305,0
17,69,1,6,125,0
12,50,1,2,257,0
18,27,0,20,148,0
12,88,0,5,490,0
10,21,0,16,369,0
18,22,0,17,98,0
12,88,1,12,428,0
11,88,0,28,245,0
18,45,0,26,247,0
11,34,0,11,12,0
18,111,1,9,73,0
11,24,1,7,262,0
14,66,0,6,437,0
13,52,1,27,144,0
13,101,1,24,36,0
15,70,1,26,176,0
11,8,1,4,331,0
15,39,0,3,160,0
16,101,0,9,31,0
10,49,0,10,210,0
17,83,0,21,18,0
10,19,0,18,206,0
9,103,1,18,288,0
12,72,0,19,134,0
16,74,1,1,34,0
9,64,1,18,323,0
16,107,1,7,437,0
13,115,1,23,313,0
11,120,1,17,155,0
12,114,0,6,333,0
8,34,1,28,40,0
14,46,0,22,399,0
17,39,0,9,476,0
12,85,1,30,480,0
11,100,0,8,349,0
14,40,1,17,36,0
11,88,0,9,337,0
14,43,0,10,347,0
8,90,0,10,173,0
10,10,0,11,336,0
9,40,0,28,479,0
18,48,1,23,241,0
9,80,0,14,164,0
12,95,1,14,351,0
15,64,1,19,148,0
18,6,0,14,331,0
10,99,1,7,355,0
16,42,1,25,74,0
15,95,0,30,307,0
18,53,0,13,153,0
12,48,1,21,301,0
13,90,0,7,48,0
14,98,1,28,142,0
