amount,merchant_category,hour,distance_from_home,foreign_transaction,online_order,high_value,time_since_last,velocity,card_present,label
24,1,15,5,0,0,0,24,1,1,0
109,1,16,4,0,0,0,24,1,1,0
34,1,14,14,0,0,0,24,1,1,0
61,1,16,5,0,0,0,24,1,1,0
79,1,8,19,0,0,0,24,1,1,0
145,1,13,18,0,0,0,24,1,1,0
90,1,8,6,0,0,0,24,1,1,0
105,1,8,1,0,0,0,24,1,1,0
24,1,15,20,0,0,0,24,1,1,0
11,1,15,6,0,0,0,24,1,1,0
77,1,8,20,0,0,0,24,1,1,0
32,1,12,7,0,0,0,24,1,1,0
78,1,12,8,0,0,0,24,1,1,0
47,1,18,18,0,0,0,24,1,1,0
89,1,17,6,0,0,0,24,1,1,0
29,1,14,10,0,0,0,24,1,1,0
79,1,16,19,0,0,0,24,1,1,0
87,1,11,18,0,0,0,24,1,1,0
9,1,15,8,0,0,0,24,1,1,0
93,1,20,17,0,0,0,24,1,1,0
11,1,17,4,0,0,0,24,1,1,0
8,1,10,5,0,0,0,24,1,1,0
101,1,20,13,0,0,0,24,1,1,0
36,1,14,5,0,0,0,24,1,1,0
65,1,19,8,0,0,0,24,1,1,0
37,1,15,9,0,0,0,24,1,1,0
100,1,8,8,0,0,0,24,1,1,0
5,1,20,2,0,0,0,24,1,1,0
135,1,15,6,0,0,0,24,1,1,0
114,1,17,4,0,0,0,24,1,1,0
28,1,17,3,0,0,0,24,1,1,0
42,1,9,17,0,0,0,24,1,1,0
52,1,12,12,0,0,0,24,1,1,0
77,1,18,13,0,0,0,24,1,1,0
75,1,14,19,0,0,0,24,1,1,0
35,1,18,14,0,0,0,24,1,1,0
69,1,9,16,0,0,0,24,1,1,0
42,1,10,16,0,0,0,24,1,1,0
103,1,9,2,0,0,0,24,1,1,0
143,1,8,10,0,0,0,24,1,1,0
136,1,19,15,0,0,0,24,1,1,0
47,1,15,2,0,0,0,24,1,1,0
122,1,15,10,0,0,0,24,1,1,0
101,1,9,15,0,0,0,24,1,1,0
115,1,9,4,0,0,0,24,1,1,0
12,1,17,16,0,0,0,24,1,1,0
53,1,17,12,0,0,0,24,1,1,0
89,1,8,2,0,0,0,24,1,1,0
27,1,14,5,0,0,0,24,1,1,0
126,1,19,19,0,0,0,24,1,1,0
56,1,15,8,0,0,0,24,1,1,0
99,1,9,7,0,0,0,24,1,1,0
63,1,20,19,0,0,0,24,1,1,0
113,1,12,14,0,0,0,24,1,1,0
43,1,15,9,0,0,0,24,1,1,0
106,1,12,9,0,0,0,24,1,1,0
134,1,12,2,0,0,0,24,1,1,0
119,1,15,17,0,0,0,24,1,1,0
12,1,15,8,0,0,0,24,1,1,0
24,1,12,7,0,0,0,24,1,1,0
53,1,13,19,0,0,0,24,1,1,0
63,1,13,6,0,0,0,24,1,1,0
9,1,11,14,0,0,0,24,1,1,0
106,1,20,17,0,0,0,24,1,1,0
145,1,12,15,0,0,0,24,1,1,0
15,1,15,5,0,0,0,24,1,1,0
59,1,9,12,0,0,0,24,1,1,0
113,1,11,17,0,0,0,24,1,1,0
139,1,18,8,0,0,0,24,1,1,0
74,1,10,7,0,0,0,24,1,1,0
113,1,8,19,0,0,0,24,1,1,0
77,1,17,2,0,0,0,24,1,1,0
92,1,10,17,0,0,0,24,1,1,0
129,1,18,4,0,0,0,24,1,1,0
97,1,15,5,0,0,0,24,1,1,0
31,1,13,16,0,0,0,24,1,1,0
70,1,17,8,0,0,0,24,1,1,0
13,1,13,16,0,0,0,24,1,1,0
95,1,15,12,0,0,0,24,1,1,0
42,1,15,13,0,0,0,24,1,1,0
146,1,17,5,0,0,0,24,1,1,0
148,1,11,13,0,0,0,24,1,1,0
7,1,10,6,0,0,0,24,1,1,0
46,1,12,3,0,0,0,24,1,1,0
133,1,19,3,0,0,0,24,1,1,0
108,1,20,11,0,0,0,24,1,1,0
130,1,8,2,0,0,0,24,1,1,0
56,1,17,15,0,0,0,24,1,1,0
130,1,11,4,0,0,0,24,1,1,0
13,1,14,14,0,0,0,24,1,1,0
43,1,9,15,0,0,0,24,1,1,0
110,1,15,6,0,0,0,24,1,1,0
145,1,20,5,0,0,0,24,1,1,0
122,1,16,13,0,0,0,24,1,1,0
128,1,18,11,0,0,0,24,1,1,0
52,1,19,9,0,0,0,24,1,1,0
88,1,18,11,0,0,0,24,1,1,0
85,1,10,10,0,0,0,24,1,1,0
23,1,11,4,0,0,0,24,1,1,0
120,1,19,9,0,0,0,24,1,1,0
90,1,12,14,0,0,0,24,1,1,0
135,1,19,1,0,0,0,24,1,1,0
91,1,13,1,0,0,0,24,1,1,0
118,1,20,11,0,0,0,24,1,1,0
119,1,17,18,0,0,0,24,1,1,0
102,1,19,6,0,0,0,24,1,1,0
96,1,15,9,0,0,0,24,1,1,0
101,1,16,5,0,0,0,24,1,1,0
92,1,15,14,0,0,0,24,1,1,0
21,1,12,9,0,0,0,24,1,1,0
58,1,12,17,0,0,0,24,1,1,0
33,1,9,3,0,0,0,24,1,1,0
133,1,18,4,0,0,0,24,1,1,0
90,1,18,17,0,0,0,24,1,1,0
89,1,8,20,0,0,0,24,1,1,0
48,1,10,7,0,0,0,24,1,1,0
138,1,15,14,0,0,0,24,1,1,0
31,1,10,5,0,0,0,24,1,1,0
140,1,19,5,0,0,0,24,1,1,0
81,1,9,18,0,0,0,24,1,1,0
35,1,13,7,0,0,0,24,1,1,0
81,1,12,12,0,0,0,24,1,1,0
65,1,20,20,0,0,0,24,1,1,0
147,1,9,3,0,0,0,24,1,1,0
29,1,15,19,0,0,0,24,1,1,0
37,1,19,4,0,0,0,24,1,1,0
89,1,20,12,0,0,0,24,1,1,0
82,1,15,11,0,0,0,24,1,1,0
16,1,16,1,0,0,0,24,1,1,0
8,1,11,15,0,0,0,24,1,1,0
103,1,13,1,0,0,0,24,1,1,0
13,1,16,1,0,0,0,24,1,1,0
41,1,13,18,0,0,0,24,1,1,0
82,1,19,19,0,0,0,24,1,1,0
19,1,20,8,0,0,0,24,1,1,0
121,1,18,7,0,0,0,24,1,1,0
41,1,12,13,0,0,0,24,1,1,0
9,1,8,8,0,0,0,24,1,1,0
31,1,19,20,0,0,0,24,1,1,0
49,1,13,20,0,0,0,24,1,1,0
109,1,17,3,0,0,0,24,1,1,0
14,1,8,17,0,0,0,24,1,1,0
44,1,11,13,0,0,0,24,1,1,0
43,1,18,5,0,0,0,24,1,1,0
132,1,20,6,0,0,0,24,1,1,0
18,1,17,17,0,0,0,24,1,1,0
106,1,8,18,0,0,0,24,1,1,0
106,1,8,15,0,0,0,24,1,1,0
137,1,10,14,0,0,0,24,1,1,0
106,1,14,12,0,0,0,24,1,1,0
78,1,18,11,0,0,0,24,1,1,0
23,1,19,4,0,0,0,24,1,1,0
57,1,15,4,0,0,0,24,1,1,0
111,1,14,1,0,0,0,24,1,1,0
120,1,17,17,0,0,0,24,1,1,0
46,1,8,14,0,0,0,24,1,1,0
44,1,8,19,0,0,0,24,1,1,0
107,1,11,11,0,0,0,24,1,1,0
6,1,19,12,0,0,0,24,1,1,0
81,1,10,7,0,0,0,24,1,1,0
145,1,18,9,0,0,0,24,1,1,0
83,1,18,7,0,0,0,24,1,1,0
92,1,13,20,0,0,0,24,1,1,0
12,1,16,1,0,0,0,24,1,1,0
110,1,9,10,0,0,0,24,1,1,0
125,1,17,8,0,0,0,24,1,1,0
90,1,14,8,0,0,0,24,1,1,0
111,1,13,13,0,0,0,24,1,1,0
5,1,14,5,0,0,0,24,1,1,0
8,1,18,3,0,0,0,24,1,1,0
38,1,13,19,0,0,0,24,1,1,0
89,1,16,9,0,0,0,24,1,1,0
80,1,19,15,0,0,0,24,1,1,0
104,1,20,2,0,0,0,24,1,1,0
82,1,11,11,0,0,0,24,1,1,0
138,1,17,10,0,0,0,24,1,1,0
100,1,15,2,0,0,0,24,1,1,0
49,1,19,2,0,0,0,24,1,1,0
120,1,17,18,0,0,0,24,1,1,0
26,1,13,9,0,0,0,24,1,1,0
114,1,12,3,0,0,0,24,1,1,0
18,1,11,6,0,0,0,24,1,1,0
79,1,11,10,0,0,0,24,1,1,0
6,1,13,18,0,0,0,24,1,1,0
150,1,19,19,0,0,0,24,1,1,0
58,1,16,9,0,0,0,24,1,1,0
30,1,8,1,0,0,0,24,1,1,0
9,1,19,13,0,0,0,24,1,1,0
129,1,20,14,0,0,0,24,1,1,0
6,1,11,14,0,0,0,24,1,1,0
135,1,19,18,0,0,0,24,1,1,0
31,1,10,17,0,0,0,24,1,1,0
6,1,8,4,0,0,0,24,1,1,0
14,1,19,4,0,0,0,24,1,1,0
56,1,19,19,0,0,0,24,1,1,0
63,1,10,1,0,0,0,24,1,1,0
123,1,11,5,0,0,0,24,1,1,0
73,1,16,2,0,0,0,24,1,1,0
95,1,14,12,0,0,0,24,1,1,0
117,1,10,7,0,0,0,24,1,1,0
106,1,17,2,0,0,0,24,1,1,0
53,1,14,18,0,0,0,24,1,1,0
82,1,12,13,0,0,0,24,1,1,0
22,1,8,13,0,0,0,24,1,1,0
115,1,8,11,0,0,0,24,1,1,0
72,1,17,14,0,0,0,24,1,1,0
78,1,18,12,0,0,0,24,1,1,0
70,1,10,15,0,0,0,24,1,1,0
24,1,18,7,0,0,0,24,1,1,0
150,1,18,13,0,0,0,24,1,1,0
61,1,9,18,0,0,0,24,1,1,0
40,1,18,18,0,0,0,24,1,1,0
119,1,8,16,0,0,0,24,1,1,0
136,1,17,3,0,0,0,24,1,1,0
65,1,19,3,0,0,0,24,1,1,0
111,1,11,4,0,0,0,24,1,1,0
94,1,18,15,0,0,0,24,1,1,0
46,1,16,14,0,0,0,24,1,1,0
118,1,11,6,0,0,0,24,1,1,0
95,1,13,17,0,0,0,24,1,1,0
35,1,11,20,0,0,0,24,1,1,0
69,1,13,10,0,0,0,24,1,1,0
104,1,15,19,0,0,0,24,1,1,0
59,1,20,1,0,0,0,24,1,1,0
93,1,18,20,0,0,0,24,1,1,0
132,1,11,4,0,0,0,24,1,1,0
51,1,14,17,0,0,0,24,1,1,0
149,1,10,20,0,0,0,24,1,1,0
109,1,16,3,0,0,0,24,1,1,0
138,1,20,17,0,0,0,24,1,1,0
46,1,9,6,0,0,0,24,1,1,0
94,1,11,9,0,0,0,24,1,1,0
90,1,14,4,0,0,0,24,1,1,0
53,1,9,3,0,0,0,24,1,1,0
98,1,19,7,0,0,0,24,1,1,0
71,1,12,19,0,0,0,24,1,1,0
35,1,12,18,0,0,0,24,1,1,0
81,1,12,4,0,0,0,24,1,1,0
134,1,20,7,0,0,0,24,1,1,0
143,1,19,1,0,0,0,24,1,1,0
78,1,8,20,0,0,0,24,1,1,0
44,1,14,11,0,0,0,24,1,1,0
39,1,11,12,0,0,0,24,1,1,0
49,1,15,20,0,0,0,24,1,1,0
8,1,15,12,0,0,0,24,1,1,0
66,1,10,2,0,0,0,24,1,1,0
113,1,11,5,0,0,0,24,1,1,0
31,1,16,5,0,0,0,24,1,1,0
38,1,9,15,0,0,0,24,1,1,0
44,1,9,9,0,0,0,24,1,1,0
82,1,14,7,0,0,0,24,1,1,0
8,1,13,7,0,0,0,24,1,1,0
21,1,8,13,0,0,0,24,1,1,0
38,1,18,4,0,0,0,24,1,1,0
112,1,14,8,0,0,0,24,1,1,0
116,1,15,17,0,0,0,24,1,1,0
11,1,15,1,0,0,0,24,1,1,0
40,1,13,16,0,0,0,24,1,1,0
81,1,17,20,0,0,0,24,1,1,0
67,1,13,6,0,0,0,24,1,1,0
115,1,16,1,0,0,0,24,1,1,0
75,1,20,5,0,0,0,24,1,1,0
144,1,17,9,0,0,0,24,1,1,0
52,1,19,20,0,0,0,24,1,1,0
29,1,12,7,0,0,0,24,1,1,0
119,1,9,19,0,0,0,24,1,1,0
63,1,10,16,0,0,0,24,1,1,0
66,1,12,18,0,0,0,24,1,1,0
27,1,18,12,0,0,0,24,1,1,0
31,1,15,15,0,0,0,24,1,1,0
136,1,9,19,0,0,0,24,1,1,0
93,1,14,9,0,0,0,24,1,1,0
20,1,13,6,0,0,0,24,1,1,0
133,1,12,3,0,0,0,24,1,1,0
45,1,16,6,0,0,0,24,1,1,0
105,1,15,14,0,0,0,24,1,1,0
135,1,13,3,0,0,0,24,1,1,0
143,1,9,1,0,0,0,24,1,1,0
15,1,17,11,0,0,0,24,1,1,0
7,1,8,11,0,0,0,24,1,1,0
87,1,18,18,0,0,0,24,1,1,0
37,1,14,10,0,0,0,24,1,1,0
15,1,9,1,0,0,0,24,1,1,0
75,1,8,13,0,0,0,24,1,1,0
142,1,8,9,0,0,0,24,1,1,0
41,1,14,8,0,0,0,24,1,1,0
134,1,19,13,0,0,0,24,1,1,0
66,1,10,10,0,0,0,24,1,1,0
78,1,11,15,0,0,0,24,1,1,0
45,1,19,18,0,0,0,24,1,1,0
63,1,18,8,0,0,0,24,1,1,0
20,1,12,2,0,0,0,24,1,1,0
63,1,16,16,0,0,0,24,1,1,0
78,1,13,11,0,0,0,24,1,1,0
148,1,19,15,0,0,0,24,1,1,0
36,1,10,7,0,0,0,24,1,1,0
118,1,17,7,0,0,0,24,1,1,0
98,1,15,6,0,0,0,24,1,1,0
146,1,18,16,0,0,0,24,1,1,0
86,1,17,11,0,0,0,24,1,1,0
107,1,19,12,0,0,0,24,1,1,0
93,1,16,19,0,0,0,24,1,1,0
116,1,15,20,0,0,0,24,1,1,0
8,1,15,4,0,0,0,24,1,1,0
72,1,9,16,0,0,0,24,1,1,0
114,1,10,16,0,0,0,24,1,1,0
28,1,15,10,0,0,0,24,1,1,0
35,1,19,17,0,0,0,24,1,1,0
42,1,10,3,0,0,0,24,1,1,0
132,1,11,4,0,0,0,24,1,1,0
35,1,13,16,0,0,0,24,1,1,0
55,1,15,12,0,0,0,24,1,1,0
127,1,9,7,0,0,0,24,1,1,0
62,1,9,11,0,0,0,24,1,1,0
83,1,15,10,0,0,0,24,1,1,0
146,1,11,8,0,0,0,24,1,1,0
122,1,8,14,0,0,0,24,1,1,0
39,1,8,1,0,0,0,24,1,1,0
131,1,17,3,0,0,0,24,1,1,0
12,1,17,12,0,0,0,24,1,1,0
49,1,16,15,0,0,0,24,1,1,0
88,1,14,2,0,0,0,24,1,1,0
139,1,18,2,0,0,0,24,1,1,0
145,1,13,18,0,0,0,24,1,1,0
77,1,18,16,0,0,0,24,1,1,0
48,1,9,12,0,0,0,24,1,1,0
88,1,15,8,0,0,0,24,1,1,0
91,1,8,5,0,0,0,24,1,1,0
99,1,14,2,0,0,0,24,1,1,0
65,1,19,11,0,0,0,24,1,1,0
13,1,15,5,0,0,0,24,1,1,0
95,1,20,10,0,0,0,24,1,1,0
81,1,13,18,0,0,0,24,1,1,0
11,1,14,7,0,0,0,24,1,1,0
137,1,11,20,0,0,0,24,1,1,0
149,1,14,18,0,0,0,24,1,1,0
6,1,9,3,0,0,0,24,1,1,0
127,1,16,15,0,0,0,24,1,1,0
89,1,17,19,0,0,0,24,1,1,0
100,1,12,19,0,0,0,24,1,1,0
75,1,8,7,0,0,0,24,1,1,0
77,1,19,4,0,0,0,24,1,1,0
102,1,12,5,0,0,0,24,1,1,0
38,1,19,7,0,0,0,24,1,1,0
114,1,11,10,0,0,0,24,1,1,0
143,1,10,5,0,0,0,24,1,1,0
15,1,8,7,0,0,0,24,1,1,0
103,1,11,16,0,0,0,24,1,1,0
87,1,16,18,0,0,0,24,1,1,0
48,1,16,18,0,0,0,24,1,1,0
49,1,16,1,0,0,0,24,1,1,0
95,1,20,17,0,0,0,24,1,1,0
140,1,13,13,0,0,0,24,1,1,0
145,1,15,8,0,0,0,24,1,1,0
103,1,13,20,0,0,0,24,1,1,0
88,1,18,9,0,0,0,24,1,1,0
63,1,18,4,0,0,0,24,1,1,0
47,1,9,14,0,0,0,24,1,1,0
84,1,17,12,0,0,0,24,1,1,0
134,1,15,16,0,0,0,24,1,1,0
89,1,18,7,0,0,0,24,1,1,0
70,1,17,18,0,0,0,24,1,1,0
83,1,18,17,0,0,0,24,1,1,0
20,1,15,11,0,0,0,24,1,1,0
106,1,15,1,0,0,0,24,1,1,0
25,1,16,6,0,0,0,24,1,1,0
52,1,11,17,0,0,0,24,1,1,0
45,1,13,19,0,0,0,24,1,1,0
84,1,16,2,0,0,0,24,1,1,0
105,1,19,10,0,0,0,24,1,1,0
140,1,16,1,0,0,0,24,1,1,0
24,1,18,15,0,0,0,24,1,1,0
66,1,9,7,0,0,0,24,1,1,0
76,1,9,14,0,0,0,24,1,1,0
52,1,18,6,0,0,0,24,1,1,0
7,1,20,17,0,0,0,24,1,1,0
122,1,14,10,0,0,0,24,1,1,0
79,1,13,7,0,0,0,24,1,1,0
20,1,12,12,0,0,0,24,1,1,0
125,1,17,20,0,0,0,24,1,1,0
73,1,20,15,0,0,0,24,1,1,0
124,1,12,2,0,0,0,24,1,1,0
32,1,10,13,0,0,0,24,1,1,0
8,1,20,18,0,0,0,24,1,1,0
74,1,15,2,0,0,0,24,1,1,0
138,1,9,14,0,0,0,24,1,1,0
23,1,10,10,0,0,0,24,1,1,0
7,1,17,6,0,0,0,24,1,1,0
109,1,8,2,0,0,0,24,1,1,0
33,1,19,6,0,0,0,24,1,1,0
86,1,13,4,0,0,0,24,1,1,0
108,1,16,11,0,0,0,24,1,1,0
82,1,16,7,0,0,0,24,1,1,0
50,1,9,12,0,0,0,24,1,1,0
87,1,10,10,0,0,0,24,1,1,0
135,1,13,1,0,0,0,24,1,1,0
33,1,10,6,0,0,0,24,1,1,0
119,1,18,2,0,0,0,24,1,1,0
110,1,19,8,0,0,0,24,1,1,0
80,1,17,8,0,0,0,24,1,1,0
44,1,10,3,0,0,0,24,1,1,0
43,1,17,7,0,0,0,24,1,1,0
58,1,8,16,0,0,0,24,1,1,0
59,1,20,4,0,0,0,24,1,1,0
87,1,11,17,0,0,0,24,1,1,0
23,1,8,13,0,0,0,24,1,1,0
118,1,19,2,0,0,0,24,1,1,0
30,1,8,17,0,0,0,24,1,1,0
44,1,20,5,0,0,0,24,1,1,0
25,1,9,16,0,0,0,24,1,1,0
36,1,8,16,0,0,0,24,1,1,0
50,1,19,8,0,0,0,24,1,1,0
98,1,10,19,0,0,0,24,1,1,0
78,1,13,1,0,0,0,24,1,1,0
146,1,13,19,0,0,0,24,1,1,0
23,1,18,3,0,0,0,24,1,1,0
26,1,19,15,0,0,0,24,1,1,0
140,1,17,14,0,0,0,24,1,1,0
119,1,20,4,0,0,0,24,1,1,0
43,1,13,14,0,0,0,24,1,1,0
89,1,18,16,0,0,0,24,1,1,0
44,1,12,13,0,0,0,24,1,1,0
110,1,10,7,0,0,0,24,1,1,0
39,1,15,4,0,0,0,24,1,1,0
53,1,12,16,0,0,0,24,1,1,0
61,1,14,17,0,0,0,24,1,1,0
92,1,9,19,0,0,0,24,1,1,0
112,1,14,7,0,0,0,24,1,1,0
15,1,19,5,0,0,0,24,1,1,0
136,1,8,11,0,0,0,24,1,1,0
85,1,13,2,0,0,0,24,1,1,0
86,1,15,12,0,0,0,24,1,1,0
71,1,14,15,0,0,0,24,1,1,0
33,1,20,9,0,0,0,24,1,1,0
70,1,13,16,0,0,0,24,1,1,0
82,1,13,18,0,0,0,24,1,1,0
28,1,12,10,0,0,0,24,1,1,0
60,1,17,16,0,0,0,24,1,1,0
31,1,11,15,0,0,0,24,1,1,0
39,1,19,4,0,0,0,24,1,1,0
61,1,12,16,0,0,0,24,1,1,0
94,1,9,17,0,0,0,24,1,1,0
54,1,14,9,0,0,0,24,1,1,0
6,1,11,9,0,0,0,24,1,1,0
13,1,10,18,0,0,0,24,1,1,0
46,1,17,18,0,0,0,24,1,1,0
118,1,18,9,0,0,0,24,1,1,0
104,1,12,3,0,0,0,24,1,1,0
22,1,19,8,0,0,0,24,1,1,0
80,1,8,12,0,0,0,24,1,1,0
93,1,14,8,0,0,0,24,1,1,0
88,1,12,12,0,0,0,24,1,1,0
125,1,15,13,0,0,0,24,1,1,0
105,1,17,17,0,0,0,24,1,1,0
47,1,9,3,0,0,0,24,1,1,0
99,1,13,8,0,0,0,24,1,1,0
99,1,13,6,0,0,0,24,1,1,0
63,1,11,10,0,0,0,24,1,1,0
149,1,20,3,0,0,0,24,1,1,0
73,1,10,4,0,0,0,24,1,1,0
102,1,15,11,0,0,0,24,1,1,0
54,1,9,13,0,0,0,24,1,1,0
149,1,18,16,0,0,0,24,1,1,0
69,1,19,16,0,0,0,24,1,1,0
41,1,14,7,0,0,0,24,1,1,0
71,1,8,4,0,0,0,24,1,1,0
32,1,10,11,0,0,0,24,1,1,0
37,1,18,10,0,0,0,24,1,1,0
34,1,8,6,0,0,0,24,1,1,0
142,1,12,13,0,0,0,24,1,1,0
112,1,15,4,0,0,0,24,1,1,0
119,1,8,17,0,0,0,24,1,1,0
115,1,20,5,0,0,0,24,1,1,0
144,1,15,7,0,0,0,24,1,1,0
65,1,18,16,0,0,0,24,1,1,0
134,1,18,13,0,0,0,24,1,1,0
150,1,17,10,0,0,0,24,1,1,0
134,1,17,11,0,0,0,24,1,1,0
84,1,16,3,0,0,0,24,1,1,0
84,1,15,12,0,0,0,24,1,1,0
140,1,18,12,0,0,0,24,1,1,0
115,1,15,11,0,0,0,24,1,1,0
60,1,12,2,0,0,0,24,1,1,0
108,1,18,15,0,0,0,24,1,1,0
31,1,18,17,0,0,0,24,1,1,0
45,1,16,15,0,0,0,24,1,1,0
72,1,18,13,0,0,0,24,1,1,0
105,1,13,3,0,0,0,24,1,1,0
61,1,8,14,0,0,0,24,1,1,0
120,1,10,1,0,0,0,24,1,1,0
101,1,19,7,0,0,0,24,1,1,0
6,1,18,3,0,0,0,24,1,1,0
106,1,18,6,0,0,0,24,1,1,0
73,1,20,16,0,0,0,24,1,1,0
95,1,10,4,0,0,0,24,1,1,0
95,1,12,6,0,0,0,24,1,1,0
116,1,19,2,0,0,0,24,1,1,0
129,1,13,19,0,0,0,24,1,1,0
50,1,13,7,0,0,0,24,1,1,0
58,1,8,9,0,0,0,24,1,1,0
39,1,20,3,0,0,0,24,1,1,0
13,1,16,7,0,0,0,24,1,1,0
80,1,14,20,0,0,0,24,1,1,0
23,1,15,11,0,0,0,24,1,1,0
7,1,19,3,0,0,0,24,1,1,0
87,1,11,1,0,0,0,24,1,1,0
100,1,12,5,0,0,0,24,1,1,0
14,1,9,13,0,0,0,24,1,1,0
115,1,10,12,0,0,0,24,1,1,0
88,1,11,1,0,0,0,24,1,1,0
74,1,19,10,0,0,0,24,1,1,0
25,1,17,17,0,0,0,24,1,1,0
144,1,19,17,0,0,0,24,1,1,0
97,1,15,2,0,0,0,24,1,1,0
6,1,19,7,0,0,0,24,1,1,0
35,1,10,6,0,0,0,24,1,1,0
147,1,20,7,0,0,0,24,1,1,0
5,1,20,12,0,0,0,24,1,1,0
69,1,19,19,0,0,0,24,1,1,0
25,1,15,17,0,0,0,24,1,1,0
34,1,12,16,0,0,0,24,1,1,0
49,1,9,7,0,0,0,24,1,1,0
121,1,15,20,0,0,0,24,1,1,0
54,1,12,13,0,0,0,24,1,1,0
14,1,20,16,0,0,0,24,1,1,0
128,1,14,16,0,0,0,24,1,1,0
146,1,19,16,0,0,0,24,1,1,0
120,1,17,5,0,0,0,24,1,1,0
24,1,12,11,0,0,0,24,1,1,0
121,1,15,4,0,0,0,24,1,1,0
138,1,12,12,0,0,0,24,1,1,0
87,1,10,3,0,0,0,24,1,1,0
130,1,9,18,0,0,0,24,1,1,0
32,1,15,1,0,0,0,24,1,1,0
26,1,10,3,0,0,0,24,1,1,0
136,1,18,7,0,0,0,24,1,1,0
32,1,9,16,0,0,0,24,1,1,0
49,1,16,11,0,0,0,24,1,1,0
130,1,17,14,0,0,0,24,1,1,0
60,1,10,1,0,0,0,24,1,1,0
58,1,17,9,0,0,0,24,1,1,0
19,1,10,12,0,0,0,24,1,1,0
53,1,14,8,0,0,0,24,1,1,0
92,1,17,20,0,0,0,24,1,1,0
91,1,16,13,0,0,0,24,1,1,0
127,1,10,13,0,0,0,24,1,1,0
135,1,17,12,0,0,0,24,1,1,0
28,1,13,14,0,0,0,24,1,1,0
112,1,13,15,0,0,0,24,1,1,0
55,1,16,18,0,0,0,24,1,1,0
35,1,8,10,0,0,0,24,1,1,0
34,1,10,12,0,0,0,24,1,1,0
125,1,16,9,0,0,0,24,1,1,0
100,1,11,1,0,0,0,24,1,1,0
94,1,10,7,0,0,0,24,1,1,0
126,1,8,5,0,0,0,24,1,1,0
146,1,12,14,0,0,0,24,1,1,0
90,1,20,11,0,0,0,24,1,1,0
146,1,11,13,0,0,0,24,1,1,0
38,1,10,9,0,0,0,24,1,1,0
57,1,20,5,0,0,0,24,1,1,0
121,1,11,9,0,0,0,24,1,1,0
75,1,15,4,0,0,0,24,1,1,0
83,1,20,16,0,0,0,24,1,1,0
85,1,8,4,0,0,0,24,1,1,0
63,1,9,1,0,0,0,24,1,1,0
82,1,8,14,0,0,0,24,1,1,0
143,1,11,15,0,0,0,24,1,1,0
113,1,10,11,0,0,0,24,1,1,0
84,1,9,17,0,0,0,24,1,1,0
45,1,14,5,0,0,0,24,1,1,0
48,1,9,14,0,0,0,24,1,1,0
72,1,14,4,0,0,0,24,1,1,0
140,1,9,14,0,0,0,24,1,1,0
49,1,17,18,0,0,0,24,1,1,0
98,1,8,16,0,0,0,24,1,1,0
103,1,15,7,0,0,0,24,1,1,0
24,1,16,10,0,0,0,24,1,1,0
137,1,11,16,0,0,0,24,1,1,0
36,1,17,12,0,0,0,24,1,1,0
8,1,16,14,0,0,0,24,1,1,0
130,1,17,10,0,0,0,24,1,1,0
48,1,18,20,0,0,0,24,1,1,0
147,1,15,17,0,0,0,24,1,1,0
124,1,20,5,0,0,0,24,1,1,0
56,1,20,4,0,0,0,24,1,1,0
73,1,16,11,0,0,0,24,1,1,0
54,1,18,3,0,0,0,24,1,1,0
122,1,9,4,0,0,0,24,1,1,0
139,1,15,12,0,0,0,24,1,1,0
21,1,8,16,0,0,0,24,1,1,0
106,1,9,20,0,0,0,24,1,1,0
146,1,14,7,0,0,0,24,1,1,0
19,1,8,7,0,0,0,24,1,1,0
26,1,20,13,0,0,0,24,1,1,0
96,1,13,9,0,0,0,24,1,1,0
102,1,17,10,0,0,0,24,1,1,0
149,1,15,9,0,0,0,24,1,1,0
77,1,14,10,0,0,0,24,1,1,0
83,1,19,10,0,0,0,24,1,1,0
104,1,9,11,0,0,0,24,1,1,0
76,1,8,15,0,0,0,24,1,1,0
70,1,9,15,0,0,0,24,1,1,0
43,1,12,13,0,0,0,24,1,1,0
73,1,9,7,0,0,0,24,1,1,0
94,1,11,12,0,0,0,24,1,1,0
122,1,14,1,0,0,0,24,1,1,0
44,1,10,13,0,0,0,24,1,1,0
74,1,13,7,0,0,0,24,1,1,0
7,1,12,10,0,0,0,24,1,1,0
103,1,9,16,0,0,0,24,1,1,0
101,1,12,1,0,0,0,24,1,1,0
44,1,12,10,0,0,0,24,1,1,0
27,1,10,16,0,0,0,24,1,1,0
139,1,9,9,0,0,0,24,1,1,0
20,1,18,13,0,0,0,24,1,1,0
142,1,16,5,0,0,0,24,1,1,0
56,1,9,6,0,0,0,24,1,1,0
136,1,8,18,0,0,0,24,1,1,0
10,1,10,8,0,0,0,24,1,1,0
64,1,19,17,0,0,0,24,1,1,0
60,1,11,7,0,0,0,24,1,1,0
37,1,10,15,0,0,0,24,1,1,0
104,1,20,7,0,0,0,24,1,1,0
143,1,13,14,0,0,0,24,1,1,0
14,1,16,5,0,0,0,24,1,1,0
20,1,10,2,0,0,0,24,1,1,0
150,1,20,2,0,0,0,24,1,1,0
81,1,18,10,0,0,0,24,1,1,0
29,1,12,8,0,0,0,24,1,1,0
50,1,19,13,0,0,0,24,1,1,0
83,1,10,15,0,0,0,24,1,1,0
43,1,12,3,0,0,0,24,1,1,0
114,1,20,3,0,0,0,24,1,1,0
